,tweetid,tweet,target,clean_text
450,628411495211270144,Just posted a photo @ PIER 39 https://t.co/NpaCrwpVVb,0,just posted photo pier
451,607638409578831872,@mooorrgan98 @Freeborn_randi omg yes the ceiling was a light switch,0,omg yes the ceiling was light switch
452,588064396024348672,Yes kid I see you taking pictures of me don't act clueless when I stare at you,0,yes kid see you taking pictures of me do not act clueless when stare at you
453,596363653303107584,I would say my greatest achievement in life right now - my greatest achievement period is - and I'mâ?¦ https://t.co/ZtlpVfYWyI,0,would say my greatest achievement in life right now my greatest achievement period is and
454,613551212403785728,"@CommonWhiteGrls: I'd watch this lmfao  https://t.co/i87z4nrag3"" you should know how important this is to me @LCarrasco40",0,watch this lmfao you should know how important this is to me
455,591328243631849472,. https://t.co/uxguB47w0F,0,
456,630790737299312640,"Ya lleguÃ©, Ya me duermo",0,ya llegu ya me duermo
457,588064385559560192,http://t.co/DgDQZO0CZR,0,
458,607638462183829507,@rtucker6_reily @MonicaThue nah!,0,nah
459,648570156357144576,Dreski's Freshman Dorms at Holy Cross. ð??? @ College of the Holy Cross https://t.co/J22PSAN1nN,0,dreski freshman dorms at holy cross college of the holy cross
460,630790746535165952,@madds_mace doesn't love me,0,does not love me
461,596753360847405056,@Freebies4Mom A1 about zero unless I stay up in the middle of the night #SkinnyCowMoments,0,about zero unless stay up in the middle of the night skinnycowmoments
462,643981054014058496,â?¢the visitâ?¢pillow & blanketâ?¢reclining chairsâ?¢free popcornâ?¢yummyâ?¦ https://t.co/L4CGCMQZQJ,0,the visit pillow blanket reclining chairs free popcorn yummy
463,596753374403502080,@KTfrehr .... They're the same thing,0,they re the same thing
464,591328246295175168,I can/will hold a grudge forevaaaaa,0,can will hold grudge forevaaaaa
465,639910699976773632,@VistaJake I'm an Okie too. SWOSU grad,0,an okie too swosu grad
466,596363665101688832,"@heathaabxoxo it's a rip off ! I got a medium it's like a Dunkin small, Dunkin is def better",0,it rip off got medium it like dunkin small dunkin is def better
467,589511711394295810,38 cal @ Shooters Express Firearms Academy https://t.co/NMXW0eKUMZ,0,cal shooters express firearms academy
468,628411522692317184,highly_suspect @greatscottrock @ Great Scott https://t.co/ePLg2NZ407,0,highly suspect great scott
469,637689028775575552,@MILFHunterSquad soo come make me some!!,0,soo come make me some
470,588064396494114816,its only tuesday,0,its only tuesday
471,591328236153376768,I can't stand a friendly ass nigga Imma have to teach this nigga a thing or two cause that's not cute,0,can not stand friendly ass nigga imma have to teach this nigga thing or two cause that not cute
472,611434566201573377,"Was riding my bike to a media event for the launch of @brimancourt Champagne today. [Pause. I know,â?¦ https://t.co/t3YgrdxfMf",0,was riding my bike to media event for the launch of champagne today pause know
473,596753367478575106,Oop too late...,0,oop too late
474,633336675930873856,When shit doesn't add up <<<,0,when shit does not add up
475,630790738649845760,"At 10:05 AM, 1 N Macdill AIR Force B [Hillsborough Co, FL] BROADCAST MEDIA reports FLOOD #TBW http://t.co/fnCTc7n1nn",0,at am macdill air force hillsborough co fl broadcast media reports flood tbw
476,633336695895621632,@katetscott yeah they do great in the regular season but we all know they choke in the postseason just watch #Cardinals will not make it,0,yeah they do great in the regular season but we all know they choke in the postseason just watch cardinals will not make it
477,628411386004049921,Hate overthinking,0,hate overthinking
478,613551216736374784,@sarah____grace No problem captain crutch,0,no problem captain crutch
479,587035480547438592,@NoChillFrank tryna plaaaay me,0,tryna plaaaay me
480,596363705773727744,@KelseyCrone05  https://t.co/9bu4bp4oYi,0,
481,628411534214078464,"I'm at Pano's Big Boy in Calumet City, IL https://t.co/xFQG7CUwA1",0,at pano big boy in calumet city il
482,611434826869047297,"I could've made it all up to you by now, but you're taking forever to realize so I'm over it",0,could ve made it all up to you by now but you re taking forever to realize so over it
483,613551203235012608,@juliog281 SUCH A DISAPPOINTMENT,0,such disappointment
484,596753362227372033,@__frankiieee https://t.co/HEwWj2pMPx,0,
485,630790736334622720,"At 8:00 AM, NEW Port Richey [Pasco Co, FL] BROADCAST MEDIA reports FLOOD #TBW http://t.co/gvjERvLbfL",0,at am new port richey pasco co fl broadcast media reports flood tbw
486,596753343898226688,@SetAurego not home,0,not home
487,589511707820589057,ð??©ð??©ð??? https://t.co/8L0nyxitkG,0,
488,596753363942912001,When your prom dress is too small hahahahahahahahahaha. I'm not going.,0,when your prom dress is too small hahahahahahahahahaha not going
489,643981072162811904,Can't breathe out my mf nose!!!ð??¤ð??¤ð??¤ð??¤,0,can breathe out my mf nose
490,588064386012545024,The 4 health food aisles in the local store have been removed and the soda section has been drastically expanded #MURICA,0,the health food aisles in the local store have been removed and the soda section has been drastically expanded murica
491,614863205396021248,The Mermaid (wo)men attempted to sorta kinda dominate at the volleyball tournament today {andâ?¦ https://t.co/ytD9YxjPk9,0,the mermaid wo men attempted to sorta kinda dominate at the volleyball tournament today and
492,637689001474945024,My football-shaped cinnamon roll. #NotABreakfastSandwich @ American Junkie Hermosa Beach https://t.co/CndpMdnyij,0,my football shaped cinnamon roll notabreakfastsandwich american junkie hermosa beach
493,639910689977536512,"I'm at @ChildFund International in Richmond, VA https://t.co/Xiu6Rjpvng",0,at international in richmond va
494,637689051101970433,Had to photo cred: cjbeppo @ Space Needle https://t.co/vCIsytKbAC,0,had to photo cred cjbeppo space needle
495,587035484192378881,@dadglam it was baileys mom to her boyfriend who knows none of us so it makes sense i just thought it was funny,0,it was baileys mom to her boyfriend who knows none of us so it makes sense just thought it was funny
496,621941826249830400,The Colorado shooter in the movie theatre from 2012 was just now found guilty...wtf,0,the colorado shooter in the movie theatre from was just now found guilty wtf
497,588064386922577920,Manley basically made us watch wasp porn ð???,0,manley basically made us watch wasp porn
498,614863206394298368,Shop Rose Gold collection tulipevv Main floor @themarketnyc #RoseGold #Jewelry #handmade #necklacesâ?¦ https://t.co/QB2wTORIte,0,shop rose gold collection tulipevv main floor rosegold jewelry handmade necklaces
499,633336675960233985,Endured 120 miles through the mountains from Keremeos to Manning Park to earn this. Battled throughâ?¦ https://t.co/HrLGlbXQEg,0,endured miles through the mountains from keremeos to manning park to earn this battled through
500,611434940178169856,I don't preach anymore cause y'all don't listen and learn anyways.,0,do not preach anymore cause all do not listen and learn anyways
501,596363650551558145,Chris givin the beans a bad reputation,0,chris givin the beans bad reputation
502,628411549644914689,Counting Crows @vzwamphitheatre #weloveatl @ Chastain Park Amphitheatre https://t.co/nlL3Ooh7uY,0,counting crows weloveatl chastain park amphitheatre
503,621941852653142016,Being in Savannah this summer isn't that bad,0,being in savannah this summer is not that bad
504,630790736351399936,"At 10:15 AM, 5 NE Clearwater [Pinellas Co, FL] TRAINED SPOTTER reports FLOOD #TBW http://t.co/CO2Uz1zx0E",0,at am ne clearwater pinellas co fl trained spotter reports flood tbw
505,633336758860677121,I just finished running 3.21 miles in 30m:20s with #Endomondo #endorphins http://t.co/tt0ZKvOVi8,0,just finished running miles in with endomondo endorphins
506,637689007065989121,Well the day has finally come. Quinn has decided to move out. I'm taking it surprisingly well.â?¦ https://t.co/jHh1EAeqSh,0,well the day has finally come quinn has decided to move out taking it surprisingly well
507,613551202735927296,"As we move on, we remember all our times we had together and as our lives change, come whatever, weâ?¦ https://t.co/0ge12IR30O",0,as we move on we remember all our times we had together and as our lives change come whatever we
508,607638398480859137,Saying goodbye to an old friend. #rva @ Regal Westhampton Cinema 2 https://t.co/5nha4vnrgU,0,saying goodbye to an old friend rva regal westhampton cinema
509,596363651814141952,http://t.co/uUq1rJs4S1 http://t.co/nO7U7frGphâ??.  @SandsIzaya,0,
510,639910701222367232,"San Jose inmate death: Arrested guard says little, pleads for family's privacy in jail interview: In his firstâ?¦ http://t.co/D1wBRQ1cpf",0,san jose inmate death arrested guard says little pleads for family privacy in jail interview in his first
511,611434819973582848,I wanna cut my hair so bad I just don't have the balls to do it ð??­,0,wanna cut my hair so bad just do not have the balls to do it
512,596753367776501760,"I'm at Sur La Table in Northbrook, IL https://t.co/ZN8kkfYWsy",0,at sur la table in northbrook il
513,633336699364507649,"Loading up some pizza ð???ð???ð???ð??? (@ Freezer Services in Hamtramck, MI) https://t.co/FkagA9WayG",0,loading up some pizza freezer services in hamtramck mi
514,643981032836964352,#lizard #anonuevo #californiastateparks #photographer @ AÃ±o Nuevo State Park https://t.co/qB4ACsh56n,0,lizard anonuevo californiastateparks photographer ao nuevo state park
515,589511715643117568,You must be from somewhere NOT  called Miami Beach .. RT @JohnMiceli15: I hate hate hate hot weather.,0,you must be from somewhere not called miami beach rt hate hate hate hot weather
516,589511711603961856,Let's get it golden state ð???ð???,0,let get it golden state
517,589511708969938944,"I really hate when people think I'm subbing , like I probably didn't even see your tweet hunny ð??­ð??? chiiillll...",0,really hate when people think subbing like probably did not even see your tweet hunny chiiillll
518,596363668796772352,noooð???ð???ð??? http://t.co/s0qtm1GLe1,0,nooo
519,613551228807684096,"Is that you, John Wayne? Is that me? #privatejoker #johnwayne #badacting #fromtierrestaurantâ?¦ https://t.co/yKZb9VrdNs",0,is that you john wayne is that me privatejoker johnwayne badacting fromtierrestaurant
520,621941877810548736,@alharaschak oooo its cuz u cursed that day at the cementary ð???,0,oooo its cuz cursed that day at the cementary
521,596363665839771648,AsÃ­ veo la luna gracias @christiansishoo http://t.co/dnMmnGjCZx,0,as veo la luna gracias
522,588064396695470081,No doubt,0,no doubt
523,660175143885520896,- c e n t r a l   m a r k e t - #lancaster @ The Lancaster Central Market https://t.co/5yQlnYfXlx,0,lancaster the lancaster central market
524,621941809602777088,https://t.co/72EtKxnIcR this us bad and a year old but uh yea,0,this us bad and year old but uh yea
525,648570146227818496,"Siganme Brow's ð??? @ Monterrey, Mexico https://t.co/jQ6ZOY3F3l",0,siganme brow monterrey mexico
526,628411477737775105,Paul vs Dawit savage off 2k15,0,paul vs dawit savage off
527,611434907353530368,VDR ð???â??,0,vdr
528,587035481113661442,All I know is Yayo,0,all know is yayo
529,591328242407055361,"Pretty typical for me to get tricked by those accounts with a cute girl as a profile picture, but only Wizdom reject tweets. Not this time!",0,pretty typical for me to get tricked by those accounts with cute girl as profile picture but only wizdom reject tweets not this time
530,617934028646318080,Boosie stay tune! @ Crossroads Arena https://t.co/nycJGsMBZr,0,boosie stay tune crossroads arena
531,660175134444122112,Traffic lights on Boston Common @ Public Garden https://t.co/KqbX7e9VA2,0,traffic lights on boston common public garden
532,588064390877851648,@ThinkRedToday has a Right winger called you A communist lib.America hating race baiter today?? Congratulations you just won the Argument,0,has right winger called you communist lib america hating race baiter today congratulations you just won the argument
533,596363689520926720,Bored,0,bored
534,587035487795150848,@haileyperson96  remember this! I haven't did this in years!  https://t.co/5GoeOvljhK,0,remember this have not did this in years
535,611434608207511553,IMG_0407+ http://t.co/uxhc9Vgjiv,0,img
536,648570133535830016,Destinados a protecciÃ³n de ex gobernardores 25 elementos de la PGJE - QuadratÃ­n http://t.co/05dDjCxqYB,0,destinados proteccin de ex gobernardores elementos de la pgje quadratn
537,637689033330700288,@MWadsworth22 at winder?,0,at winder
538,630790736342978560,"At 1:40 PM, NEW Port Richey [Pasco Co, FL] BROADCAST MEDIA reports FLOOD #TBW http://t.co/87qC34om1C",0,at pm new port richey pasco co fl broadcast media reports flood tbw
539,633336679399616512,I'll never be able to stay in the T position and point my toesð???ð??? but in honor of pre season startingâ?¦ https://t.co/iJmq3qzRGe,0,ll never be able to stay in the position and point my toes but in honor of pre season starting
540,589511709812916224,@_Kennedie wyd today,0,wyd today
541,611434824880951298,@3_maleke cancer's are pussies.,0,cancer are pussies
542,587035476911087617,â??@SwayloJr: Y'all won't fuck a follower? Why? Because it's the Internet? You do realize once you meet the pussy is real right?â?? Amen ð???,0,all will not fuck follower why because it the internet you do realize once you meet the pussy is real right amen
543,611434937711923200,@mlp_nicepurple @SwiftSkyVA Quite a few gems that sparkle. I shop for standard ROM Octa Core devices that let you put in a SD Card.,0,quite few gems that sparkle shop for standard rom octa core devices that let you put in sd card
544,588064387140874241,"Truly I tell you, whatever you've done for the least of my people, you've done for me."" -Matthew 25:40",0,truly tell you whatever you ve done for the least of my people you ve done for me matthew
545,633336761817694208,be ready to hate go get you some damn money ð???,0,be ready to hate go get you some damn money
546,621941756460933120,@kayleebrowderr stop im sorry god fuckin dammit thia is why i shuldnt hv given u my twitter,0,stop im sorry god fuckin dammit thia is why shuldnt hv given my twitter
547,648570138724331520,Can't remember a movie with viola Davis in it outside of Antoine fisher dead beat moms,0,can remember movie with viola davis in it outside of antoine fisher dead beat moms
548,587035479649812480,OrangeYouJealousâ??â??â?? These #neatly Nails are #styled by #AshleyNicole one of our #HighlyTalentedâ?¦ https://t.co/obzhxYsbCE,0,orangeyoujealous these neatly nails are styled by ashleynicole one of our highlytalented
549,628411540761260032,#PorSiTeLoPerdiste Â» Rayados dan vistazo al pasado para dar salto al futuro http://t.co/n7RNMw2WtC,0,porsiteloperdiste rayados dan vistazo al pasado para dar salto al futuro
550,633336723573985280,Professor Mike on stage-- get ready for #writing.. #Poetry... #Kerouac.. #Beats... #Zen #life #art... (at @srjc) https://t.co/dZJtTVdf5k,0,professor mike on stage get ready for writing poetry kerouac beats zen life art at
551,613551229520756736,@Eazy_37 @R_Hoyle Just as I figured...cheap!!!,0,just as figured cheap
552,591328244705529856,In traffic hml,0,in traffic hml
553,607638423361437698,"Smooth start...slight hoppy aftertaste...very slight, not off putting at all.... (Skinny Dip) http://t.co/4pEl8ehfyl",0,smooth start slight hoppy aftertaste very slight not off putting at all skinny dip
554,588064387757408256,Pre-order @PosthumanProjct on VOD today! #OkieFilm http://t.co/WX1XNzseL2 http://t.co/gRgDhVon3O,0,pre order on vod today okiefilm
555,614863239944478721,"ð???ð???ð??? (at @Skyline_Chili in Stow, OH) https://t.co/5OljFhjE9D",0,at in stow oh
556,643981008241451008,@WWEUniverse omg this is so wrong I think wwe is a joke We love @NaomiWWE We want her not amanda c'mon she didn't won http://t.co/dpCOjkr9AH,0,omg this is so wrong think wwe is joke we love we want her not amanda mon she did not won
557,630790736569483264,"At 5:19 PM, Crystal River Airport [Citrus Co, FL] EMERGENCY MNGR reports FLOOD #TBW http://t.co/K3frSKs569",0,at pm crystal river airport citrus co fl emergency mngr reports flood tbw
558,630790635184914432,Perfectionist? Feeling shame? A little self-compassion helps.  http://t.co/EXmdoZQJH3,0,perfectionist feeling shame little self compassion helps
559,614863235171221504,Temp: 77.5F  W C: 77.5F  Wind:ESE at 3.9kts Baro: 1006.0mb and Falling Rain today: 0.52in R H: 99%  #wvwx,0,temp wind ese at kts baro mb and falling rain today in wvwx
560,611434956355706880,#blackbush Irish whisky... @ Johnny Foley's Dueling Piano Bar https://t.co/Gk8hW05xSZ,0,blackbush irish whisky johnny foley dueling piano bar
561,633336754733510656,Iv missed my bus buddy ð??? @ 50Shades Darker Then Noelle https://t.co/mz7CPsRZER,0,iv missed my bus buddy shades darker then noelle
562,639910722739273728,"Try http://t.co/7YRd8c4yPb Huevos Rancheros Ã¢Â?Â? corn tortillas topped with black beans and cheese, pork-beef chili, #topped #menu",0,try huevos rancheros corn tortillas topped with black beans and cheese pork beef chili topped menu
563,660175163716014080,Accident in #IndianapolisSouth on Cnty Line Rd at Railroad Rd #traffic https://t.co/v5CI0sjuTV,0,accident in indianapolissouth on cnty line rd at railroad rd traffic
564,630790736347148288,"At 2:15 PM, 4 NW Fort Myers [Lee Co, FL] BROADCAST MEDIA reports FLOOD #TBW http://t.co/E0mrf3dOqe",0,at pm nw fort myers lee co fl broadcast media reports flood tbw
565,589511716569878528,WAAAARRRIIOORRRRSSSS,0,waaaarrriioorrrrssss
566,648570138724139008,"WARRANT at 3300 BLOCK OF SE 165TH AVE, PORTLAND, OR [Multnomah County Sheriff #PM15000044297] 11:25 #pdx911",0,warrant at block of se th ave portland or multnomah county sheriff pm pdx
567,648570137445040129,Earth's biggest exports to Mars are cow farts and acid rain. #exportstoMars #MarsAnnouncement ð???ð??­ð??´â??ï¸?ð???,0,earth biggest exports to mars are cow farts and acid rain exportstomars marsannouncement
568,596753341805264896,On the same flight as @IAMETC. Turn up?,0,on the same flight as turn up
569,660175191495024640,"ð??§Thanks TWC for the ""clear"" forecast, I was pleased to walk back from class drenched in rain water.â?¦ https://t.co/ApDNDbfgzS",0,thanks twc for the clear forecast was pleased to walk back from class drenched in rain water
570,628411526169423872,Sweeterman,0,sweeterman
571,630790726914338817,"Hand Pulled Noodles ð???ð??¼ð???ð???ð??³ð??¯ï¸?ð??²ð???ï¸? @ Ark Chinese Restaurant Alameda, CA https://t.co/tmDf1y10tL",0,hand pulled noodles ark chinese restaurant alameda ca
572,648570136568291328,"UNWANTED PERSON at 1500 BLOCK OF NE TILLAMOOK ST, PORTLAND, OR [Portland Police #PP15000336370] 11:32 #pdx911",0,unwanted person at block of ne tillamook st portland or portland police pp pdx
573,613551222059102208,"Success isn't for the chosen few, it's for the ones who choose! #itsyourtime #makeithappenâ?¦ https://t.co/6iFqBoRzb0",0,success is not for the chosen few it for the ones who choose itsyourtime makeithappen
574,617933985734201344,@Kiki_rivera10 biter,0,biter
575,587035478332870657,"Didn't think about the 5,000 ft. altitude difference before that run. Lungs were like ""nope."" #NoRunningInCO",0,didn think about the ft altitude difference before that run lungs were like nope norunninginco
576,591328245519294464,"0 meals, 0 flex, $7 unrestricted, no real actual money... I'm seriously not eating for the rest of the semester this should go over wellð???",0,meals flex unrestricted no real actual money seriously not eating for the rest of the semester this should go over well
577,596363705627054080,"Started to get an earache last night ð??©, and through the night, it only got worse. Using theseâ?¦ https://t.co/zn3742ilWj",0,started to get an earache last night and through the night it only got worse using these
578,628411497815908352,Left plate. Blood orange carnitas on a #bacon tortilla. #chefoff @ El Palacio Mexican Restaurant &â?¦ https://t.co/uvz6br5yw0,0,left plate blood orange carnitas on bacon tortilla chefoff el palacio mexican restaurant
579,639910690485051392,Gilpins ð???ð??­ð??? #PVAMU @ Hobart Taylor Hall Prairie View A&M University https://t.co/pckNkTriAj,0,gilpins pvamu hobart taylor hall prairie view university
580,611434700968730625,Silicon Valley dry sunset #sunset #usa  #ons2015 @ Hyatt Regency Santa Clara https://t.co/TlMKNF4uTV,0,silicon valley dry sunset sunset usa ons hyatt regency santa clara
581,607638427018723328,Hey http://t.co/mG1EmKM3rm,0,hey
582,596363659137445888,Time Flies! #WorkToDo #AidensCuisine #Ilovetocook #HappinessIsExpensive #HauteApproved #Nixon #Adidasâ?¦ https://t.co/xr3la0Ue3Q,0,time flies worktodo aidenscuisine ilovetocook happinessisexpensive hauteapproved nixon adidas
583,617933960404840448,Listen to Romantic Traffic by Spoons on @AppleMusic.  #MemoriesofSarnia https://t.co/PbmkbUwGTZ http://t.co/IhbeL2tUsC,0,listen to romantic traffic by spoons on memoriesofsarnia
584,617933942222499840,24 hours and I'm an adult. 12 year olds get at me it's almost too late,0,hours and an adult year olds get at me it almost too late
585,637689052427386880,At Nava's getting my hair did with a cold brew watching the Mexico vsâ?¦ https://t.co/T5PYX85qrI,0,at nava getting my hair did with cold brew watching the mexico vs
586,630790731951665157,#sanfransisco @ Palace of Fine Arts https://t.co/eEIGwRd7mJ,0,sanfransisco palace of fine arts
587,596363689323823104,@young__ginger @yungbaddie_ you be hurting my feelings broð??¥,0,you be hurting my feelings bro
588,660175144002842624,#beastmode in the retention pond @ Sutton Lakes https://t.co/88Pv5qO0eR,0,beastmode in the retention pond sutton lakes
589,621941916658216960,pitbull cuidado con el #chapo #papo ð??? #pitbull @ Mega 96.3fm https://t.co/4no0GQAZWQ,0,pitbull cuidado con el chapo papo pitbull mega fm
590,660175129385668608,Bahamian Crack Conch also known as fried conch is available at Unique Wonders 1330 Lake Bradford Roadâ?¦ https://t.co/wsM81pP01H,0,bahamian crack conch also known as fried conch is available at unique wonders lake bradford road
591,596753353507495936,"I'm at @CenoteAustin in Austin, TX https://t.co/91K7PA9RoX",0,at in austin tx
592,589511716473548800,I will be tweeting whenever I need to awkwardly pretend to text someone #getready,0,will be tweeting whenever need to awkwardly pretend to text someone getready
593,660175149417799680,"#spooky #wave #photooftheday #halloween2015 #miamibeach #photographer @ Miami Beach, Florida https://t.co/HPY4i3XXjg",0,spooky wave photooftheday halloween miamibeach photographer miami beach florida
594,613551237099859968,Throwback Tuesday! https://t.co/TNKicYePQo,0,throwback tuesday
595,660175163091087360,Fucken sucks being sick,0,fucken sucks being sick
596,630790760024031232,@rileyharrison_ not trying hard enough,0,not trying hard enough
597,591328238619664385,LORDT my moms gonna beat my ass,0,lordt my moms gonna beat my ass
598,596753372839018496,"Hookah Time presents Latin Night! Come out, tomorrow, Saturday May 9th for our first Latin night!â?¦ https://t.co/w9hl1cqz9q",0,hookah time presents latin night come out tomorrow saturday may th for our first latin night
599,613551157814915072,"Persian Rog , Lil Rog, Baby Rog  (throwing the baby W ð???)rog_e_luv  @socialmonsta  diztagramâ?¦ https://t.co/fwyw9oFyxK",0,persian rog lil rog baby rog throwing the baby rog luv diztagram
600,648570161855750144,Can someone please tell me how I can get back the 30 minutes of my life I just wasted standing at speaker's circle?,0,can someone please tell me how can get back the minutes of my life just wasted standing at speaker circle
601,660175156397010944,*not pictured: me stuffing my face with cheese and prosciutto* @ NYLON https://t.co/s8Ed45vP3q,0,not pictured me stuffing my face with cheese and prosciutto nylon
602,628411493084721152,"I'm at Hilton Orlando Lake Buena Vista - @hiltonhotels in Orlando, FL https://t.co/eumhr2ssKM",0,at hilton orlando lake buena vista in orlando fl
603,637689001680498689,New students be like ð???ð???ð???ð???ð??? #GWU #Masters #MentalHealth #GradStudent @ The George Washington University https://t.co/cLmdWVEEHE,0,new students be like gwu masters mentalhealth gradstudent the george washington university
604,596753357009596416,#OClostfound Please bring our little dog home! (Santa Ana/Tustin area): Someone out there has my little white dog.â?¦ http://t.co/Jf4zuR8UjW,0,oclostfound please bring our little dog home santa ana tustin area someone out there has my little white dog
605,587035484477464576,Go out with my parents or stay home....,0,go out with my parents or stay home
606,648570140812902400,"MED - MEDICAL at 13700 BLOCK OF SE MILL ST, PORTLAND, OR [Portland Fire #RP15000068548] 10:45 #pdx911",0,med medical at block of se mill st portland or portland fire rp pdx
607,621941932542005248,This pressure from myself is my biggest enemy sometimes. http://t.co/zkUH40iKJb,0,this pressure from myself is my biggest enemy sometimes
608,614863213989998592,See a virtual tour of my listing on 1N481 Gloria Avenue #WestChicago #IL http://t.co/KFYbyTb23v #realestate http://t.co/OstH8ZmHdm,0,see virtual tour of my listing on gloria avenue westchicago il realestate
609,611434822217658369,About to read my AP book,0,about to read my ap book
610,637689044755968000,"Como si la cruda no existiera. (@ El Uniforme in La Paz, BCS) https://t.co/yV06tWh4nI",0,como si la cruda no existiera el uniforme in la paz bcs
611,613551156321779712,Ð?Ñ?Ð¸Ñ?Ð¾Ð¼Ð¸Ð»Ð°Ñ?Ñ? Ñ?ÐµÑ?ÐºÐ° Ð½Ð° Ð·Ð°ÐºÐ°Ñ?Ðµ.jpg http://t.co/7exCCggdVr,0,jpg
612,633336750539059200,Do you think the LA City Council road bikes to work today or even took a bus.,0,do you think the la city council road bikes to work today or even took bus
613,596363687981654017,in math,0,in math
614,591328243656994816,ð???ð???ð???ð???ð???ð???ð???ð???ð??¤,0,
615,596363644373487617,"I'm at @Fontainebleau Miami Beach Resort & Hotel in Miami Beach, FL https://t.co/Ut63wEEH8A",0,at miami beach resort hotel in miami beach fl
616,639910735355756544,"Installation view of artwork by John Carr  From my exhibition MOVE @ Los Angeles, Cafornia https://t.co/5kLBzyR56P",0,installation view of artwork by john carr from my exhibition move los angeles cafornia
617,613551236957081600,@_jessicawatson_ that's so wrong,0,that so wrong
618,613551231047438340,#Followme #On #Snapchat #NYC #stoner #Maryjane #420 #Highlife #Bachata #Hispanicsbelike #spongetacokist #dancing,0,followme on snapchat nyc stoner maryjane highlife bachata hispanicsbelike spongetacokist dancing
619,591328240645459969,#8020edge ð???ð??? http://t.co/aIvDCBZQYY,0,edge
620,637689018717638657,Missed it damn!,0,missed it damn
621,596363655974952960,I know they slick miss the kid lol,0,know they slick miss the kid lol
622,628411519211016196,NOLA ð??? @ Bourbon Street https://t.co/qlvMrbeElf,0,nola bourbon street
623,588064395378327552,Gadda kush first,0,gadda kush first
624,628411532083372033,Blonde beauty ð??¹ @ Hard Summer https://t.co/3gkMlsMq8i,0,blonde beauty hard summer
625,611434903125762048,All my niggas Turnt ð???,0,all my niggas turnt
626,607638435323641856,Ð?Ñ?Ð¾Ð·Ð° Ñ?Ñ?Ð»Ð°... http://t.co/8JLxuhmSSG,0,
627,613551203734188033,"#nlm2015 cross-university bonding. Sometimes, you have to call it like you see it. http://t.co/quKGPzWBCB",0,nlm cross university bonding sometimes you have to call it like you see it
628,591328245267582976,I have to pee so bad but don't feel like getting up,0,have to pee so bad but do not feel like getting up
629,591328244072251392,"Why yes, I do believe a 60 year old man in a suit is playing FarmVille next to me. #pleasenoinvites",0,why yes do believe year old man in suit is playing farmville next to me pleasenoinvites
630,621941935931047936,#ParkingLotDabbing #Munchies #Thursday #Night #Friday #Morning #DelTaco #DTFO #StopDropandGlobâ?¦ https://t.co/oOAG6txwZd,0,parkinglotdabbing munchies thursday night friday morning deltaco dtfo stopdropandglob
631,613551227813634048,ð???,0,
632,643981017695416320,my young niggas don't play,0,my young niggas do not play
633,660175159626768384,"Lunch/Coffee with Christopher (@ Starbucks in Folsom, CA) https://t.co/sD3yUAkX7p",0,lunch coffee with christopher starbucks in folsom ca
634,614863229454397440,im cold,0,im cold
635,648570141051977728,Just posted a photo @ Sunnyside Peach Orchard https://t.co/n2a372AJG9,0,just posted photo sunnyside peach orchard
636,639910717458661376,"ð??½ @ Rockefeller Center, NBC Studios https://t.co/6MWd9RxPhV",0,rockefeller center nbc studios
637,589511714095255552,Chicken meat pie <<<<<,0,chicken meat pie
638,607638432484093952,#HereWithoutYou #3DoorsDown #Cover #coversong #Atlanta #Georgia @ Moderna https://t.co/HkgGcEvNCB,0,herewithoutyou doorsdown cover coversong atlanta georgia moderna
639,637689024442966017,@NesslovesNic Did you want to place your Easy Order? Find out what you need to do here: http://t.co/zUmEcYM652 [14:11:31 EDT],0,did you want to place your easy order find out what you need to do here edt
640,587035482946568192,Brady D is the titties,0,brady is the titties
641,588064389686759427,http://t.co/e0XY4CHa4R,0,
642,588064394023665664,I did not know he Was Right Next To usð???,0,did not know he was right next to us
643,589511709804482561,me u and hennesy look what u did to me,0,me and hennesy look what did to me
644,589511711939518465,need to go on roller coasters asap !!! ð??¢,0,need to go on roller coasters asap
645,617934014477922304,Bye SFO! ð???ð??¼ @ San Francisco International Airport (SFO) https://t.co/cOTFxdahZs,0,bye sfo san francisco international airport sfo
646,589511713495453696,@mvpschief @DamnManly @FoxNews all I can tell you is be informed. Which candidate can represent you the voters best. http://t.co/fDNMc5GGaI,0,all can tell you is be informed which candidate can represent you the voters best
647,589511709246627840,@lakeasthewater I'm not getting your tweets and its hella annoying,0,not getting your tweets and its hella annoying
648,596363649972768769,ð???  https://t.co/6cel9N9kqM,0,
649,596363643614298112,"@alexoxox_143 remember winter said it looks like the ""one does not simply"" meme ð???ð???ð???",0,remember winter said it looks like the one does not simply meme
650,643981039707099136,Magui Bravi #FF @juuanBravista @ElTanoGuille @damialeblanco @arielwolman @adrianabravista @adrianabravistaâ?¦ http://t.co/cYPNpTR5qf,0,magui bravi ff
651,587035476562944000,Green skittles<<<<<,0,green skittles
652,639910701247676416,"I'm at Marks Bar in Mcgregor, MN https://t.co/GWR8gFwLul",0,at marks bar in mcgregor mn
653,628411541168242688,@reds i think its safe to say youre going to want me on your team â?¾ï¸? #totallykidding @ Cobra Sportsâ?¦ https://t.co/z5q6JP82LZ,0,think its safe to say youre going to want me on your team totallykidding cobra sports
