,statename,stateabbr,statefip,tweetidg,tweet,sentcat_l,groupref_l,food_l,exclude_l,notes,nonfoodlocation,ambiguous,nstatedenominator,county,zipcode,tract2010,happy,username,timestamp,timezone,followers,latitude,longitude,negative,racecat,raceterm,raceterm2,raceterm3,raceterm4,raceterm5,sentrace,race,blackcat,middlecat,hispcat,asiancat,sentblack,sentmiddle,senthisp,sentasian,middlecat1,hispcat1,sentmiddle1,senthisp1,coder,AR,sentcat3,happy_manual,sad_manual,tract2010s,nstate,text,target
518,California,CA,06,696156204008132612g,"kbbq!!! HBD tiff (@ Gen Korean BBQ House - @genkbbq in San Jose, CA) https://t.co/ssuULwOvXO",1,,0,,,,,11169695,6085,95131.0,6085504317.0,0,Speedway Jobs,2016-02-06 19:19:08.032,Pacific Time (US & Canada),71.0,37.38710602,-121.88519955,0.0,Asian,korean,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,1.0,1.0,0.0,06085504317,941.0,kbbq hbd tiff gen korean bbq house in san jose ca,1
519,California,CA,06,699672460166193152g,@TheHighrollerx: ol takin orders ass nigga,0,,0,,,,,11169695,6001,94541.0,6001435602.0,0,Sperry Careers,2016-02-16 12:11:28.587,Alaska,1254.0,37.68461208,-122.10592367,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,shrikha,,0.0,0.0,0.0,06001435602,941.0,ol takin orders ass nigga,0
520,California,CA,06,710985775542878208g,Warm Asian Glazed Chicken Salad FTW! @nordstrom #valleyfair (@ Bazille - @nordstrom) https://t.co/jDMTsYUNa6 https://t.co/6BkFFL4B8r,0,,1,,,,,11169695,6085,95050.0,6085505800.0,0,James Sturniolo,2016-03-18 18:26:33.719,Pacific Time (US & Canada),427.0,37.32624183,-121.94696941,0.0,Asian,asian,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,06085505800,941.0,warm asian glazed chicken salad ftw valleyfair bazille,0
521,California,CA,06,694075003545985024g,#portrait #blackandwhite  #blackmodels #ghanaian #appiah  #leo @ The Art Institute of California https://t.co/3MFZB4KPcA,0,,0,,,,,11169695,6059,92704.0,6059074106.0,0,Alexis,2016-02-01 01:29:11.160,null,721.0,33.69646628,-117.91746049,0.0,Black,ghanaian,,,,,0.0,1,1.0,,,,0.0,,,,,,,,shrikha,,0.0,0.0,0.0,06059074106,941.0,portrait blackandwhite blackmodels ghanaian appiah leo the art institute of california,0
522,California,CA,06,591474335652515841g,@OmarSinZacLeon lmfao! You're too much . How bout u just do the mexican scream (lol that just reminded me of what u said bout Santana),0,0.0,0,0.0,,0.0,0.0,11169695,6001,94577.0,6001432400.0,0,Brittany ortiz,2015-04-23 23:30:45.159,Pacific Time (US & Canada),,37.701187,-122.187042,0.0,Hispanic,mexican,,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,lynn,,0.0,0.0,0.0,06001432400,941.0,lmfao you re too much how bout just do the mexican scream lol that just reminded me of what said bout santana,0
523,California,CA,06,687135185809334272g,Ventura Spirits Prickly Pear Paloma. Y'all Latinos know tunas. Prickly Pear #brandy @ Greenbar https://t.co/txHoVzzCVx,0,1.0,0,,,,,11169695,6037,90021.0,6037206031.0,0,Susan,2016-01-12 21:52:49.622,Pacific Time (US & Canada),80.0,34.02981131,-118.22814777,0.0,Hispanic,latino,latinos,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,shrikha,,0.0,0.0,0.0,06037206031,941.0,ventura spirits prickly pear paloma all latinos know tunas prickly pear brandy greenbar,0
524,California,CA,06,701991682384875520g,Drake say stole. Nigger move. Hanging offense he can't wait for and back lashes,-1,,0,,,,,11169695,6107,93292.0,6107001704.0,1,Michael Uffmann,2016-02-22 21:47:14.219,null,1687.0,36.30073295,-119.26223692,1.0,Black,nigger,,,,,1.0,1,1.0,,,,1.0,,,,,,,,shrikha,,-1.0,0.0,1.0,06107001704,941.0,drake say stole nigger move hanging offense he can not wait for and back lashes,0
525,California,CA,06,700069882864529408g,"when the beat drops... #squad #throwback #family #asian #goodtimes #turnt @ Long Beach, California https://t.co/YeF3aNhP94",1,,0,,,,,11169695,6037,90806.0,6037980018.0,0,TMJ-FL Retail Jobs,2016-02-17 14:30:41.638,Pacific Time (US & Canada),3151.0,33.8041,-118.158,0.0,Asian,asian,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,1.0,1.0,0.0,06037980018,941.0,when the beat drops squad throwback family asian goodtimes turnt long beach california,1
526,California,CA,06,588955333055381504g,#goodnight #dtla #la #losAngeles #ca #cali  #voodoopeople #indianpeople #totem @ Indian Alley https://t.co/YVzmv1eWsz,0,1.0,0,0.0,,0.0,0.0,11169695,6037,90013.0,6037207302.0,1,Queen Ty,2015-04-17 00:41:08.722,Moscow,,34.047096,-118.247401,0.0,,indian,,,,,1.0,1,,,,,,,,,,,,,ryan,,0.0,0.0,0.0,06037207302,941.0,goodnight dtla la losangeles ca cali voodoopeople indianpeople totem indian alley,0
527,California,CA,06,675498935931244544g,It's dinner time. #mexicanfood #bombfood #dinner #weekend @ Tepechi Restaurant https://t.co/cAZvAQpRk0,1,,1,,,,,11169695,6037,90813.0,6037575500.0,1,John Nantz,2015-12-11 19:14:31.954,Pacific Time (US & Canada),264.0,33.784481,-118.2153549,0.0,Hispanic,mexican,,,,,1.0,1,,,1.0,,,,1.0,,,1.0,,1.0,shrikha,,1.0,1.0,0.0,06037575500,941.0,it dinner time mexicanfood bombfood dinner weekend tepechi restaurant,1
528,California,CA,06,588167817268191232g,@PasadenaRoyalty ms wammack is a straight dime nigga,1,0.0,0,0.0,,0.0,0.0,11169695,6037,90042.0,6037183401.0,0,Ceara Milligan,2015-04-14 20:31:50.119,Pacific Time (US & Canada),,34.123503,-118.208319,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,1.0,1.0,0.0,06037183401,941.0,ms wammack is straight dime nigga,1
529,California,CA,06,725747569914044416g,"@dortonhearsahoe i.e. ""I got it! .. Because I got high day; you dress up as things all you niggas would be doing if you didn't reef"" genius.",0,,0,,,,,11169695,6099,95350.0,6099001100.0,0,mooma,2016-04-28 12:04:39.445,America/Los_Angeles,566.0,37.66456484,-120.98401868,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,shrikha,,0.0,0.0,0.0,06099001100,941.0,got it because got high day you dress up as things all you niggas would be doing if you did not reef genius,0
530,California,CA,06,588006927453523971g,People always think im Asian lol like it's just my eyes,1,1.0,0,0.0,,0.0,0.0,11169695,6013,94565.0,6013313102.0,0,Persephoni August,2015-04-14 09:52:31.065,Hawaii,,38.009048,-121.862885,0.0,Asian,asian,,,,,0.0,1,,,,1.0,,,,0.0,,,,,ryan,,1.0,1.0,0.0,06013313102,941.0,people always think im asian lol like it just my eyes,1
531,California,CA,06,721878759343792128g,Happy birthday brother! #hbd #hdz @ Korean BBQ Restruant https://t.co/b21y9fmqUl,1,,0,,,,,11169695,6059,92844.0,6059088801.0,1,? SJ x ELF FOREVER ?,2016-04-17 19:51:23.047,Pacific Time (US & Canada),1736.0,33.7734604,-117.9697876,0.0,Asian,korean,,,,,1.0,1,,,,1.0,,,,1.0,,,,,shrikha,,1.0,1.0,0.0,06059088801,941.0,happy birthday brother hbd hdz korean bbq restruant,1
532,California,CA,06,699803113587372033g,This #salted #cucumber thing at #BundSF.  We're throwin' down in #celebration of #ChineseNewYear https://t.co/KKii9B9AmX,1,,1,,,,,11169695,6075,94133.0,6075061100.0,0,Travis Taylor,2016-02-16 20:50:38.824,America/Los_Angeles,828.0,37.79627244,-122.40594618,0.0,Asian,chinese,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,1.0,1.0,0.0,06075061100,941.0,this salted cucumber thing at bundsf we re throwin down in celebration of chinesenewyear,1
533,California,CA,06,691835958099050496g,Gen Korean Bbq House https://t.co/gfYpUkMJBF,0,,0,,,,,11169695,6037,90505.0,6037651101.0,0,KINGOFTHEUNDERWORLD,2016-01-25 21:12:01.720,null,425.0,33.8054149,-118.328413,0.0,Asian,korean,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,06037651101,941.0,gen korean bbq house,0
534,California,CA,06,687811647944192000g,Best post ride eats at #SanMarcosMexicanGrill in #VanNuys. #bike #bikela #bikeride #jarritos https://t.co/WkNr8mgY9y,1,,1,,,,,11169695,6037,91401.0,6037128601.0,0,r subramanian,2016-01-14 18:40:50.944,Eastern Time (US & Canada),323.0,34.1786571,-118.4400949,0.0,Hispanic,mexican,,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,shrikha,,1.0,1.0,0.0,06037128601,941.0,best post ride eats at sanmarcosmexicangrill in vannuys bike bikela bikeride jarritos,1
535,California,CA,06,587826207825104896g,when you the only indian in the squad http://t.co/1yHwqnEsOM,0,1.0,0,0.0,,0.0,0.0,11169695,6077,95391.0,6077005206.0,0,Troy Bolton,2015-04-13 21:54:24.393,Pacific Time (US & Canada),,37.770691,-121.540297,0.0,,indian,,,,,0.0,1,,,,,,,,,,,,,ryan,,0.0,0.0,0.0,06077005206,941.0,when you the only indian in the squad,0
536,California,CA,06,588207017501810688g,FAN POCS: #Repost polania1991 with repostapp.Feeling the Cuban Atmosphere! #cuba #ilovecuba https://t.co/Q1UlXpgccB,1,0.0,0,0.0,,0.0,0.0,11169695,6037,90048.0,6037214600.0,0,its bilal bitch,2015-04-14 23:07:36.234,Pacific Time (US & Canada),,34.075971,-118.369711,0.0,Hispanic,cuban,,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,ryan,,1.0,1.0,0.0,06037214600,941.0,fan pocs repost polania with repostapp feeling the cuban atmosphere cuba ilovecuba,1
537,California,CA,06,591530830154993664g,We was workin these niggas  @Mookie_Bruh @true2thegame45 @Friscoec_,0,0.0,0,0.0,,0.0,0.0,11169695,6013,94597.0,6013340001.0,0,Vee Hernandez,2015-04-24 03:15:14.584,Arizona,,37.924633,-122.062264,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,0.0,0.0,0.0,06013340001,941.0,we was workin these niggas,0
538,California,CA,06,706218588328304642g,Juniperus chinensis #bonsai @ Japanese Friendship Garden https://t.co/s9KFqscMuC,0,,0,,,,,11169695,6073,92101.0,6073005600.0,0,TMJ - HSV IT Jobs,2016-03-05 13:43:27.096,Pacific Time (US & Canada),91.0,32.72992125,-117.14993968,0.0,Asian,japanese,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,06073005600,941.0,juniperus chinensis bonsai japanese friendship garden,0
539,California,CA,06,698728801627463680g,"I'm at Thai Stick in San Francisco, CA https://t.co/iBsi2j3lvo",0,,0,,,,,11169695,6075,94109.0,6075012302.0,0,Tweet3po,2016-02-13 21:41:43.128,Pacific Time (US & Canada),5176.0,37.78763196,-122.413378,0.0,Asian,thai,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,06075012302,941.0,at thai stick in san francisco ca,0
540,California,CA,06,694345549395443712g,I hadn't been to a @Lakers game in about 15 years and @mexicansnookie hadn't been to one in over https://t.co/UZ5GTrPVgQ,0,,0,,,,,11169695,6037,90015.0,6037207710.0,0,Hayley Gruber,2016-02-01 19:24:14.271,Pacific Time (US & Canada),873.0,34.04333238,-118.26714999,0.0,Hispanic,mexican,mexicans,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,shrikha,,0.0,0.0,0.0,06037207710,941.0,had not been to game in about years and had not been to one in over,0
541,California,CA,06,587685408743366657g,yo im watching old live videos of save your strength and WE SUCKED HAHAHAHAHA WHY DID YALL NIGGAS COME TO OUR SHOWS?!,-1,0.0,0,0.0,,0.0,0.0,11169695,6037,91104.0,6037461400.0,0,nkny,2015-04-13 12:34:54.989,Pacific Time (US & Canada),,34.17538,-118.118265,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,-1.0,0.0,1.0,06037461400,941.0,yo im watching old live videos of save your strength and we sucked hahahahaha why did yall niggas come to our shows,0
542,California,CA,06,695818242489741314g,Chinese new year #marketstreet #sanfrancisco @ Market Street & Powell https://t.co/Qr25Cm489s,0,,0,,,,,11169695,6075,94102.0,6075012501.0,0,Cody Alcorn,2016-02-05 20:56:11.551,Greenland,82.0,37.78447529,-122.40777802,0.0,Asian,chinese,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,06075012501,941.0,chinese new year marketstreet sanfrancisco market street powell,0
543,California,CA,06,710865332198445056g,"#SantaClara, CA #Retail : AT&T Retail Sales Consultant Bilingual Arabic Required (Silicon Valley Area)... at AT&T https://t.co/YQz4F3aGFs",0,,0,,,,,11169695,6085,95050.0,6085505202.0,0,Vicky Dau,2016-03-18 10:27:57.225,Eastern Time (US & Canada),401.0,37.3541079,-121.9552356,0.0,Middle Eastern,arabic,arab,,,,0.0,1,,1.0,,,,0.0,,,1.0,,0.0,,shrikha,,0.0,0.0,0.0,06085505202,941.0,santaclara ca retail at retail sales consultant bilingual arabic required silicon valley area at at,0
544,California,CA,06,589869713221488641g,@Yungrodboy Man bra i regret sayin u niggas not makin da offs,-1,0.0,0,0.0,,0.0,0.0,11169695,6095,94534.0,6095252306.0,0,Selmaaa,2015-04-19 13:14:33.745,null,,38.261903,-122.069395,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,-1.0,0.0,1.0,06095252306,941.0,man bra regret sayin niggas not makin da offs,0
545,California,CA,06,676916768611389440g,"Accident, two lanes blocked in #Claremont on I-10 WB before Indian Hl Blvd #LAtraffic https://t.co/e2e6MWkOvI",0,,0,,,,,11169695,6037,91711.0,6037402002.0,0,Havertys Furniture,2015-12-15 17:08:29.167,Pacific Time (US & Canada),14752.0,34.08192,-117.7161,0.0,,indian,,,,,0.0,1,,,,,,,,,,,,,shrikha,,0.0,0.0,0.0,06037402002,941.0,accident two lanes blocked in claremont on wb before indian hl blvd latraffic,0
546,California,CA,06,591015873457958912g,@Kianna_Dior & @xavadevinex incredible Asian milfs dirty mommy and step mommy will make you bust http://t.co/YqqXqA82Ge,1,1.0,0,0.0,,0.0,0.0,11169695,6037,90008.0,6037234200.0,0,E.,2015-04-22 17:09:00.057,null,,34.014394,-118.330956,0.0,Asian,asian,,,,,0.0,1,,,,1.0,,,,0.0,,,,,lynn,,1.0,1.0,0.0,06037234200,941.0,incredible asian milfs dirty mommy and step mommy will make you bust,1
547,California,CA,06,587880551693979648g,Vallejo niggas is really not shit tbh ... If I was to have a DL I'm just gon be one of his side hoes . Like Naaah,-1,0.0,0,0.0,,0.0,0.0,11169695,6095,94589.0,6095251802.0,0,maria,2015-04-14 01:30:20.721,null,,38.132911,-122.253934,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,-1.0,0.0,1.0,06095251802,941.0,vallejo niggas is really not shit tbh if was to have dl just gon be one of his side hoes like naaah,0
548,California,CA,06,720383250745589761g,We're #hiring! Read about our latest #job opening here: Admin/Office Coordinator (Bilingual Korean/English) - https://t.co/2wbybsY4Bz,0,,0,,,,,11169695,6037,90012.0,6037207400.0,0,Arizona Nursing Jobs,2016-04-13 16:48:46.013,Pacific Time (US & Canada),390.0,34.0522342,-118.2436849,0.0,Asian,korean,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,06037207400,941.0,we re hiring read about our latest job opening here admin office coordinator bilingual korean english,0
549,California,CA,06,590698306956820480g,"For the premiere of the Kurt Cobain movie MONTAGE OF HECK (@ The Egyptian Theatre - @sidgrauman in Los Angeles, CA) https://t.co/R6dg1iCUP3",0,0.0,0,0.0,,0.0,0.0,11169695,6037,90028.0,6037190700.0,0,t-bath,2015-04-21 20:07:06.074,Pacific Time (US & Canada),,34.101179,-118.336569,0.0,Black,egyptian,,,,,0.0,1,1.0,,,,0.0,,,,,,,,lynn,,0.0,0.0,0.0,06037190700,941.0,for the premiere of the kurt cobain movie montage of heck the egyptian theatre in los angeles ca,0
550,California,CA,06,589115571746177024g,@LaughingLatina: Heres another from my young modeling days  ^_^ #Legs #Goddess #Latina- http://t.co/LbmroXJbRR http://t.co/iYuvE0pm87,1,0.0,0,0.0,,0.0,0.0,11169695,6065,92507.0,6065030501.0,0,HBK Drew,2015-04-17 11:17:52.674,null,,33.973073,-117.354819,0.0,Hispanic,latina,,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,ryan,,1.0,1.0,0.0,06065030501,941.0,heres another from my young modeling days legs goddess latina,1
551,California,CA,06,589931715260383234g,i want this nigga head,1,0.0,0,0.0,,0.0,0.0,11169695,6029,93311.0,6029002820.0,0,Dej,2015-04-19 17:20:56.319,null,,35.31372,-119.112444,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,1.0,1.0,0.0,06029002820,941.0,want this nigga head,1
552,California,CA,06,713056707602087936g,Heaven @ Indian Springs Resort and Spa https://t.co/YXqSSQYax8,1,,0,,,,,11169695,6055,94515.0,6055202000.0,0,TMJ-KS HRTA Jobs,2016-03-24 11:35:41.805,Alaska,173.0,38.58169546,-122.57554131,0.0,,indian,,,,,0.0,1,,,,,,,,,,,,,shrikha,,1.0,1.0,0.0,06055202000,941.0,heaven indian springs resort and spa,1
553,California,CA,06,587855206395723776g,@Josueh1234 @adriandelgg nigga u mad cause i have a easier job than u nigga i get free papers n shit i can twke a nap and still get paid,0,0.0,0,0.0,,0.0,0.0,11169695,6065,92253.0,6065045215.0,0,YT_marlen,2015-04-13 23:49:37.999,null,,33.716068,-116.288873,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,0.0,0.0,0.0,06065045215,941.0,nigga mad cause have easier job than nigga get free papers shit can twke nap and still get paid,0
554,California,CA,06,725731643420491776g,"#TBT to Filipino sandwiches, crazy Fresno nights, Paul photobombs, countless amount of snapchatÃâ¦ https://t.co/hZusVOO5F2",0,,1,,,,,11169695,6019,93702.0,6019002601.0,0,Noodles Careers,2016-04-28 11:01:22.274,Pacific Time (US & Canada),305.0,36.7478,-119.772,0.0,Asian,filipino,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,06019002601,941.0,tbt to filipino sandwiches crazy fresno nights paul photobombs countless amount of snapchat,0
555,California,CA,06,590163779817639938g,A (married) Jewish optometrist leaned in to change lenses and brushed his groin into my knee over & over again this weekend .,-1,0.0,0,0.0,,0.0,0.0,11169695,6037,90066.0,6037275602.0,0,Chandler Bing,2015-04-20 08:43:04.727,Pacific Time (US & Canada),,33.982117,-118.416533,0.0,,jewish,,,,,0.0,1,,,,,,,,,,,,,ryan,,-1.0,0.0,1.0,06037275602,941.0,married jewish optometrist leaned in to change lenses and brushed his groin into my knee over over again this weekend,0
556,California,CA,06,689202618673975296g,Japanese real estate Leery investors want details on Mitsubishi Estate bond plan https://t.co/1FANnhdCNG,0,,0,,,,,11169695,6037,91342.0,6037106649.0,0,Garrett Oreilly,2016-01-18 14:48:04.745,Pacific Time (US & Canada),378.0,34.28665522,-118.45899658,0.0,Asian,japanese,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,06037106649,941.0,japanese real estate leery investors want details on mitsubishi estate bond plan,0
557,California,CA,06,593642424561459200g,Final project? Perf. #cinco #de #mayo #katyperry #mexican @ Kiowa Kompound https://t.co/VTdZnYSf3M,0,0.0,0,0.0,,0.0,0.0,11169695,6073,91942.0,6073014804.0,0,Jody Oberfelder,2015-04-29 23:05:58.335,Tijuana,,32.781158,-117.039022,0.0,Hispanic,mexican,,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,lynn,,0.0,0.0,0.0,06073014804,941.0,final project perf cinco de mayo katyperry mexican kiowa kompound,0
558,California,CA,06,719742567537971200g,??Photo shoot fresh! W/ my main @victoriaortiz #bff #Bff4Life #mala #Latinas#Dominicana #MexicanaÃâ¦ https://t.co/4Ijx3iiSBX,1,,0,,,,,11169695,6037,90012.0,6037207400.0,0,Raffi P,2016-04-11 22:22:55.341,Eastern Time (US & Canada),1559.0,34.0522,-118.243,0.0,Hispanic,mexican,latina,latinas,dominican,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,shrikha,,1.0,1.0,0.0,06037207400,941.0,photo shoot fresh my main bff bff life mala latinas dominicana mexicana,1
559,California,CA,06,588494347932274688g,Can't fuck with a nigga im not interested in no matter what his back account look like,-1,0.0,0,0.0,,0.0,0.0,11169695,6095,95687.0,6095253105.0,0,J,2015-04-15 18:09:21.143,Arizona,,38.356866,-121.971442,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,-1.0,0.0,1.0,06095253105,941.0,can fuck with nigga im not interested in no matter what his back account look like,0
560,California,CA,06,591432885229506561g,One of Asia's must see destination...Taiwan! #latepost #taiwantourismboard #taiwanesefoodculture https://t.co/3IXcSrBZrg,1,0.0,0,0.0,,0.0,0.0,11169695,6075,94129.0,6075060100.0,0,Carolyn Malec,2015-04-23 20:46:03.058,Pacific Time (US & Canada),,37.800433,-122.461413,0.0,Asian,taiwanese,,,,,0.0,1,,,,1.0,,,,0.0,,,,,lynn,,1.0,1.0,0.0,06075060100,941.0,one of asia must see destination taiwan latepost taiwantourismboard taiwanesefoodculture,1
561,California,CA,06,714309279977771008g,Just posted a photo @ Japanese Tea Garden https://t.co/AZk91gOwt9,0,,0,,,,,11169695,6075,94118.0,6075980300.0,0,??112112.&.063014??,2016-03-27 22:32:58.657,London,730.0,37.770122,-122.470231,0.0,Asian,japanese,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,06075980300,941.0,just posted photo japanese tea garden,0
562,California,CA,06,590206277927587840g,You niggas are 20 spreading rumors about a 16  year old.. you are real life chans,-1,0.0,0,0.0,,0.0,0.0,11169695,6073,92117.0,6073008507.0,0,princess,2015-04-20 11:31:57.167,Arizona,,32.83204,-117.17533,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,-1.0,0.0,1.0,06073008507,941.0,you niggas are spreading rumors about year old you are real life chans,0
563,California,CA,06,588978496417828864g,@ShaquanTheGod @BlazeAlpha @itskiloboiii @Patito_cito friendly? Nah you a 10th street nigga,-1,0.0,0,0.0,,0.0,0.0,11169695,6061,95747.0,6061021037.0,0,Brandon,2015-04-17 02:13:11.340,Mountain Time (US & Canada),,38.764798,-121.314009,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,-1.0,0.0,1.0,06061021037,941.0,friendly nah you th street nigga,0
564,California,CA,06,698605519330799616g,"Relaxation room. #massagetherapy #amreading #blessed #spaesmeralda @ Indian Wells, California https://t.co/SGXdInMekS",0,,0,,,,,11169695,6065,92210.0,6065045123.0,0,Fabiola Alemn,2016-02-13 13:31:50.252,Eastern Time (US & Canada),27061.0,33.7158,-116.341,0.0,,indian,,,,,0.0,1,,,,,,,,,,,,,shrikha,,0.0,0.0,0.0,06065045123,941.0,relaxation room massagetherapy amreading blessed spaesmeralda indian wells california,0
565,California,CA,06,723343833174515713g,"Full (@ Dream Korean BBQ in Los Angeles, CA) https://t.co/B3yjRS1tyz",0,,0,,,,,11169695,6037,90004.0,6037211410.0,0,USGS TX FloodWatch,2016-04-21 20:53:04.250,null,818.0,34.07354621,-118.30897808,0.0,Asian,korean,,,,,0.0,1,,,,1.0,,,,0.0,,,,,shrikha,,0.0,0.0,0.0,06037211410,941.0,full dream korean bbq in los angeles ca,0
566,California,CA,06,716611277221572609g,@tavaindian #Tava Indian Kitchen / https://t.co/v4SedLyN6K Excellent https://t.co/Oyqa1gOH5E,0,,0,,,,,11169695,6075,94105.0,6075061500.0,0,PRMC Jobs,2016-04-03 07:00:17.862,Central Time (US & Canada),4370.0,37.787436,-122.3987,0.0,,indian,,,,,0.0,1,,,,,,,,,,,,,shrikha,,0.0,0.0,0.0,06075061500,941.0,tava indian kitchen excellent,0
567,California,CA,06,588571851309191168g,They don't make em like Tazje nomo shawty love dat nigga to DEATH ... Dats some real shyt,-1,0.0,0,0.0,,0.0,0.0,11169695,6037,93552.0,6037910711.0,1,mom,2015-04-15 23:17:19.614,Quito,,34.568937,-118.055153,1.0,Black,nigga,,,,,1.0,1,1.0,,,,1.0,,,,,,,,ryan,,-1.0,0.0,1.0,06037910711,941.0,they do not make em like tazje nomo shawty love dat nigga to death dats some real shyt,0
568,California,CA,06,712572233017786368g,To the terrorists WHAT THE MITHER FUCK DO YOU WANT!!!? The Cuban side.,-2,,0,,,,,11169695,6107,93292.0,6107001704.0,0,SF311 Reports,2016-03-23 03:30:34.167,null,1786.0,36.30037162,-119.26191388,0.0,Hispanic,cuban,,,,,0.0,1,,,1.0,,,,0.0,,,1.0,,0.0,shrikha,,-1.0,0.0,1.0,06107001704,941.0,to the terrorists what the mither fuck do you want the cuban side,0
569,California,CA,06,590353684556419072g,Plz tell me I'm not the only nigga to lift weights listenin to baby makin music,0,0.0,0,0.0,,0.0,0.0,11169695,6073,92055.0,6073018700.0,0,Anna Marie,2015-04-20 21:17:41.652,Central Time (US & Canada),,33.349689,-117.411619,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,0.0,0.0,0.0,06073018700,941.0,plz tell me not the only nigga to lift weights listenin to baby makin music,0
570,California,CA,06,589225497411878912g,"Guys, forget ber. I've got a much better driver @petebecketthair in LA and he is so much fun! Thanks https://t.co/XR8T0aZFq4",1,0.0,0,0.0,,0.0,0.0,11169695,6037,91505.0,6037311600.0,1,Macie Heuring,2015-04-17 18:34:41.013,null,,34.14912,-118.338414,0.0,Asian,thai,,,,,1.0,1,,,,1.0,,,,1.0,,,,,ryan,,1.0,1.0,0.0,06037311600,941.0,guys forget ber ve got much better driver in la and he is so much fun thanks,1
571,California,CA,06,707678900529156096g,"If you watch Fuller House, look for me in S1:E6  #acting #fullerhouse #mexicanwreatling https://t.co/hHL7JqJQI8",1,,0,,,,,11169695,6037,91506.0,6037310900.0,1,Sean Carley,2016-03-09 14:26:12.713,null,90.0,34.1802,-118.328,0.0,Hispanic,mexican,,,,,1.0,1,,,1.0,,,,1.0,,,1.0,,1.0,shrikha,,1.0,1.0,0.0,06037310900,941.0,if you watch fuller house look for me in acting fullerhouse mexicanwreatling,1
572,California,CA,06,589529239034208257g,"My heart ain't missed a beat & I ain't missed no sleep on these niggas, keep somethin, on me aaaaalllwwwwaaayyyysssssss!!",1,0.0,0,0.0,,0.0,0.0,11169695,6001,94605.0,6001409900.0,0,KING GEORGE,2015-04-18 14:41:38.582,Pacific Time (US & Canada),,37.758534,-122.141134,1.0,Black,nigga,,,,,0.0,1,1.0,,,,0.0,,,,,,,,ryan,,1.0,1.0,0.0,06001409900,941.0,my heart ain missed beat ain missed no sleep on these niggas keep somethin on me aaaaalll,1
573,California,CA,06,587805122186518528g,Give yourself props you could really make a nigga fall in love,1,0.0,0,0.0,,0.0,0.0,11169695,6065,92503.0,6065031501.0,1,Geeeeeeskieeeeeeee,2015-04-13 20:30:36.851,Pacific Time (US & Canada),,33.928909,-117.432887,1.0,Black,nigga,,,,,1.0,1,1.0,,,,1.0,,,,,,,,ryan,,1.0,1.0,0.0,06065031501,941.0,give yourself props you could really make nigga fall in love,1
